                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 2.3678,                 3.3548,                 1.7354,                0.13669,                0.08831,                0.05641,                0.02274,                  2.422,                 3.4889,                 1.8332,              0.0009472,              0.0009472,              0.0009472
                     18,                 2.3678,                 3.3537,                 1.7314,                0.13151,                0.08885,                0.05539,                0.02268,                 2.4209,                 3.4868,                 1.8325,              0.0009439,              0.0009439,              0.0009439
                     19,                 2.3615,                 3.3418,                  1.726,                0.13556,                0.08825,                0.05576,                0.02277,                  2.418,                 3.4843,                 1.8319,              0.0009406,              0.0009406,              0.0009406
                     20,                 2.3591,                 3.3358,                 1.7314,                0.13642,                0.08824,                0.05551,                0.02281,                 2.4173,                  3.481,                 1.8324,              0.0009373,              0.0009373,              0.0009373
                     21,                 2.3548,                  3.335,                 1.7291,                0.13705,                0.08756,                0.05541,                0.02277,                 2.4168,                 3.4785,                 1.8326,               0.000934,               0.000934,               0.000934
                     22,                 2.3564,                 3.3308,                  1.722,                0.14144,                0.08726,                0.05542,                0.02277,                 2.4154,                 3.4782,                 1.8317,              0.0009307,              0.0009307,              0.0009307
                     23,                 2.3586,                 3.3248,                 1.7231,                0.13899,                0.08585,                0.05563,                0.02273,                  2.414,                 3.4769,                 1.8313,              0.0009274,              0.0009274,              0.0009274
                     24,                 2.3478,                 3.3154,                  1.715,                0.13539,                0.08622,                0.05577,                0.02259,                 2.4123,                 3.4774,                 1.8315,              0.0009241,              0.0009241,              0.0009241
                     25,                 2.3382,                  3.296,                 1.7073,                0.13865,                0.08787,                 0.0562,                0.02272,                 2.4114,                 3.4757,                  1.831,              0.0009208,              0.0009208,              0.0009208
                     26,                 2.3475,                 3.2976,                 1.7137,                0.14166,                 0.0875,                0.05625,                0.02284,                 2.4104,                  3.476,                 1.8311,              0.0009175,              0.0009175,              0.0009175
                     27,                 2.3416,                 3.2972,                 1.7117,                0.14196,                0.08822,                0.05576,                0.02264,                 2.4099,                 3.4754,                 1.8305,              0.0009142,              0.0009142,              0.0009142
                     28,                 2.3395,                 3.2898,                 1.7071,                0.14414,                0.08905,                0.05629,                0.02271,                 2.4089,                 3.4745,                 1.8308,              0.0009109,              0.0009109,              0.0009109
                     29,                 2.3411,                 3.2875,                 1.7093,                0.14973,                0.08778,                0.05662,                0.02283,                 2.4088,                 3.4744,                 1.8302,              0.0009076,              0.0009076,              0.0009076
                     30,                 2.3358,                 3.2828,                  1.705,                0.15571,                 0.0875,                0.05692,                0.02286,                 2.4083,                 3.4734,                 1.8297,              0.0009043,              0.0009043,              0.0009043
                     31,                 2.3313,                 3.2714,                 1.7009,                 0.1547,                0.08829,                0.05702,                0.02294,                 2.4079,                 3.4722,                 1.8287,               0.000901,               0.000901,               0.000901
                     32,                 2.3276,                 3.2639,                 1.6983,                 0.1513,                0.08768,                0.05668,                0.02292,                 2.4085,                 3.4716,                 1.8288,              0.0008977,              0.0008977,              0.0008977
                     33,                 2.3243,                 3.2511,                 1.6936,                0.14687,                0.08712,                0.05676,                0.02288,                 2.4086,                 3.4703,                 1.8292,              0.0008944,              0.0008944,              0.0008944
                     34,                 2.3268,                 3.2512,                 1.6962,                0.15111,                0.08968,                0.05689,                 0.0228,                 2.4085,                 3.4695,                 1.8289,              0.0008911,              0.0008911,              0.0008911
                     35,                  2.328,                 3.2495,                 1.6966,                0.14949,                  0.089,                0.05716,                0.02283,                 2.4091,                 3.4692,                 1.8286,              0.0008878,              0.0008878,              0.0008878
                     36,                 2.3235,                 3.2419,                  1.694,                0.15007,                0.08902,                0.05726,                  0.023,                 2.4093,                 3.4677,                 1.8286,              0.0008845,              0.0008845,              0.0008845
                     37,                 2.3215,                 3.2365,                 1.6874,                0.15219,                 0.0899,                0.05765,                0.02326,                 2.4102,                 3.4674,                 1.8288,              0.0008812,              0.0008812,              0.0008812
                     38,                  2.318,                 3.2353,                  1.692,                0.16146,                0.08939,                0.05803,                0.02343,                 2.4097,                 3.4654,                 1.8285,              0.0008779,              0.0008779,              0.0008779
                     39,                 2.3155,                 3.2259,                 1.6863,                0.15437,                0.09005,                0.05842,                0.02354,                 2.4089,                 3.4622,                 1.8275,              0.0008746,              0.0008746,              0.0008746
                     40,                 2.3144,                 3.2252,                 1.6846,                0.15571,                0.09043,                0.05872,                0.02363,                 2.4086,                  3.459,                 1.8254,              0.0008713,              0.0008713,              0.0008713
                     41,                 2.3171,                 3.2258,                 1.6831,                0.15707,                0.09135,                0.05974,                0.02402,                  2.408,                 3.4549,                 1.8236,               0.000868,               0.000868,               0.000868
                     42,                 2.3096,                 3.2094,                 1.6811,                0.15429,                0.09033,                0.06045,                0.02426,                 2.4076,                 3.4525,                 1.8219,              0.0008647,              0.0008647,              0.0008647
                     43,                  2.312,                 3.2096,                 1.6836,                 0.1595,                0.09137,                  0.061,                0.02458,                 2.4062,                 3.4477,                 1.8208,              0.0008614,              0.0008614,              0.0008614
                     44,                 2.3108,                 3.2124,                 1.6823,                0.16369,                0.09265,                0.06105,                0.02461,                 2.4056,                 3.4432,                 1.8192,              0.0008581,              0.0008581,              0.0008581
                     45,                 2.3146,                 3.2021,                 1.6882,                 0.1553,                0.09361,                0.06111,                0.02481,                  2.404,                 3.4379,                 1.8179,              0.0008548,              0.0008548,              0.0008548
                     46,                 2.3064,                 3.2053,                 1.6803,                0.15063,                0.09489,                0.06218,                0.02521,                 2.4031,                 3.4337,                 1.8161,              0.0008515,              0.0008515,              0.0008515
                     47,                 2.3073,                 3.1979,                 1.6771,                0.15395,                 0.0967,                 0.0627,                0.02548,                 2.4026,                 3.4284,                 1.8155,              0.0008482,              0.0008482,              0.0008482
                     48,                 2.3035,                 3.1934,                 1.6784,                0.15471,                0.09773,                 0.0632,                0.02586,                 2.4017,                  3.425,                  1.815,              0.0008449,              0.0008449,              0.0008449
                     49,                 2.3027,                 3.1881,                 1.6735,                0.15342,                0.10098,                0.06339,                0.02596,                 2.4009,                 3.4206,                  1.814,              0.0008416,              0.0008416,              0.0008416
                     50,                 2.3047,                 3.1881,                 1.6754,                0.15159,                0.10206,                0.06416,                0.02636,                 2.4002,                 3.4165,                 1.8135,              0.0008383,              0.0008383,              0.0008383
                     51,                 2.3033,                 3.1959,                 1.6782,                 0.1518,                0.10305,                0.06434,                0.02634,                 2.3993,                 3.4135,                 1.8125,               0.000835,               0.000835,               0.000835
                     52,                 2.3029,                 3.1669,                  1.671,                0.15274,                0.10323,                0.06483,                0.02665,                 2.3995,                 3.4112,                 1.8112,              0.0008317,              0.0008317,              0.0008317
                     53,                 2.2992,                 3.1715,                 1.6668,                0.15215,                0.10414,                0.06592,                0.02684,                    2.4,                 3.4082,                 1.8103,              0.0008284,              0.0008284,              0.0008284
                     54,                 2.2921,                 3.1671,                 1.6637,                0.14842,                0.10534,                0.06633,                0.02704,                 2.3994,                 3.4057,                  1.809,              0.0008251,              0.0008251,              0.0008251
                     55,                 2.2949,                 3.1552,                 1.6637,                0.15567,                0.10714,                0.06652,                0.02725,                 2.3994,                 3.4039,                 1.8077,              0.0008218,              0.0008218,              0.0008218
                     56,                 2.2973,                 3.1576,                 1.6683,                0.15803,                0.10837,                0.06642,                 0.0275,                 2.3989,                 3.4005,                 1.8061,              0.0008185,              0.0008185,              0.0008185
                     57,                 2.2909,                 3.1525,                 1.6661,                0.15087,                0.10941,                0.06676,                0.02782,                 2.3984,                 3.3986,                 1.8054,              0.0008152,              0.0008152,              0.0008152
                     58,                 2.2911,                 3.1585,                 1.6657,                0.15224,                0.11046,                0.06764,                0.02813,                 2.3971,                  3.396,                 1.8042,              0.0008119,              0.0008119,              0.0008119
                     59,                 2.2938,                 3.1577,                 1.6625,                0.15378,                0.11063,                0.06791,                 0.0283,                 2.3954,                  3.394,                 1.8024,              0.0008086,              0.0008086,              0.0008086
                     60,                 2.2855,                 3.1482,                 1.6623,                0.15198,                0.11175,                0.06841,                0.02857,                 2.3948,                 3.3917,                 1.8015,              0.0008053,              0.0008053,              0.0008053
                     61,                 2.2879,                 3.1407,                 1.6612,                0.14694,                0.11219,                0.06861,                 0.0287,                 2.3938,                 3.3898,                 1.8008,               0.000802,               0.000802,               0.000802
                     62,                  2.287,                 3.1447,                 1.6604,                0.14612,                0.11313,                 0.0688,                0.02879,                 2.3932,                  3.388,                 1.7994,              0.0007987,              0.0007987,              0.0007987
                     63,                 2.2877,                 3.1405,                  1.659,                0.14979,                0.11109,                 0.0694,                0.02906,                 2.3929,                 3.3874,                 1.7984,              0.0007954,              0.0007954,              0.0007954
                     64,                 2.2853,                 3.1384,                 1.6553,                0.14547,                0.11216,                0.07019,                0.02933,                 2.3932,                 3.3842,                 1.7977,              0.0007921,              0.0007921,              0.0007921
                     65,                 2.2814,                 3.1258,                  1.651,                0.15155,                0.11579,                0.07133,                0.02974,                 2.3929,                 3.3819,                 1.7966,              0.0007888,              0.0007888,              0.0007888
                     66,                 2.2923,                 3.1369,                 1.6597,                0.15052,                0.11579,                0.07192,                0.03009,                 2.3923,                 3.3795,                 1.7949,              0.0007855,              0.0007855,              0.0007855
                     67,                 2.2858,                 3.1227,                 1.6561,                0.15339,                0.11634,                0.07206,                0.03005,                 2.3911,                 3.3768,                 1.7938,              0.0007822,              0.0007822,              0.0007822
                     68,                 2.2848,                 3.1172,                 1.6553,                0.15443,                0.11797,                0.07232,                0.03025,                 2.3911,                 3.3753,                 1.7926,              0.0007789,              0.0007789,              0.0007789
                     69,                 2.2769,                 3.1129,                 1.6513,                 0.1526,                0.11895,                0.07255,                0.03022,                 2.3903,                 3.3743,                 1.7915,              0.0007756,              0.0007756,              0.0007756
                     70,                 2.2802,                 3.1188,                 1.6535,                0.15193,                0.11879,                0.07291,                0.03055,                 2.3899,                 3.3728,                 1.7911,              0.0007723,              0.0007723,              0.0007723
                     71,                 2.2846,                  3.118,                 1.6513,                0.15047,                0.11825,                0.07346,                0.03065,                 2.3898,                 3.3713,                   1.79,               0.000769,               0.000769,               0.000769
                     72,                 2.2853,                 3.1111,                  1.653,                0.15469,                0.12066,                0.07372,                0.03086,                 2.3897,                 3.3686,                 1.7894,              0.0007657,              0.0007657,              0.0007657
                     73,                 2.2797,                  3.107,                 1.6512,                0.15254,                0.12056,                0.07378,                0.03102,                   2.39,                 3.3671,                 1.7887,              0.0007624,              0.0007624,              0.0007624
                     74,                  2.282,                 3.1072,                 1.6468,                0.15184,                0.12053,                0.07427,                0.03113,                 2.3903,                 3.3648,                 1.7877,              0.0007591,              0.0007591,              0.0007591
                     75,                  2.275,                 3.0998,                 1.6473,                0.15271,                 0.1217,                0.07473,                0.03115,                 2.3905,                 3.3619,                 1.7871,              0.0007558,              0.0007558,              0.0007558
                     76,                 2.2801,                  3.105,                 1.6466,                0.15018,                0.12135,                0.07528,                0.03156,                 2.3904,                 3.3591,                 1.7863,              0.0007525,              0.0007525,              0.0007525
                     77,                 2.2765,                 3.1004,                 1.6466,                0.15117,                0.12235,                0.07504,                0.03141,                 2.3893,                 3.3561,                 1.7854,              0.0007492,              0.0007492,              0.0007492
                     78,                 2.2715,                 3.0949,                 1.6456,                0.15479,                 0.1222,                0.07547,                0.03145,                 2.3896,                 3.3521,                 1.7852,              0.0007459,              0.0007459,              0.0007459
                     79,                 2.2716,                 3.0906,                 1.6423,                0.16413,                0.12488,                0.07564,                0.03141,                 2.3894,                 3.3492,                 1.7846,              0.0007426,              0.0007426,              0.0007426
                     80,                 2.2665,                 3.0879,                 1.6439,                0.15955,                0.12397,                0.07597,                0.03162,                 2.3883,                  3.347,                 1.7836,              0.0007393,              0.0007393,              0.0007393
                     81,                 2.2729,                 3.0895,                 1.6455,                0.16082,                0.12502,                0.07648,                0.03176,                 2.3885,                 3.3449,                 1.7833,               0.000736,               0.000736,               0.000736
                     82,                 2.2666,                 3.0822,                  1.638,                0.16316,                0.12546,                0.07627,                0.03166,                 2.3888,                 3.3441,                 1.7821,              0.0007327,              0.0007327,              0.0007327
                     83,                 2.2687,                 3.0761,                 1.6377,                0.16207,                0.12556,                0.07635,                0.03156,                  2.389,                 3.3441,                 1.7815,              0.0007294,              0.0007294,              0.0007294
                     84,                 2.2654,                 3.0861,                 1.6403,                0.16492,                0.12529,                0.07664,                0.03172,                 2.3887,                 3.3439,                 1.7804,              0.0007261,              0.0007261,              0.0007261
                     85,                 2.2684,                 3.0791,                 1.6358,                0.16333,                0.12628,                0.07711,                0.03186,                 2.3887,                  3.342,                 1.7795,              0.0007228,              0.0007228,              0.0007228
                     86,                 2.2682,                 3.0753,                 1.6392,                0.16231,                0.12746,                0.07764,                0.03206,                 2.3883,                   3.34,                 1.7787,              0.0007195,              0.0007195,              0.0007195
                     87,                 2.2635,                 3.0728,                  1.637,                0.16053,                0.12799,                0.07822,                0.03225,                 2.3878,                 3.3379,                 1.7783,              0.0007162,              0.0007162,              0.0007162
                     88,                 2.2593,                 3.0665,                 1.6349,                0.16186,                0.12873,                0.07898,                0.03228,                 2.3881,                 3.3355,                 1.7783,              0.0007129,              0.0007129,              0.0007129
                     89,                 2.2677,                 3.0697,                  1.641,                0.16319,                0.12834,                0.07909,                 0.0324,                 2.3881,                  3.334,                 1.7781,              0.0007096,              0.0007096,              0.0007096
                     90,                 2.2641,                 3.0665,                 1.6365,                  0.158,                0.13041,                0.07961,                 0.0325,                 2.3877,                 3.3332,                 1.7779,              0.0007063,              0.0007063,              0.0007063
                     91,                 2.2624,                 3.0598,                 1.6373,                0.15779,                0.13216,                0.07881,                 0.0325,                 2.3874,                 3.3317,                  1.778,               0.000703,               0.000703,               0.000703
                     92,                 2.2607,                 3.0475,                 1.6322,                0.15917,                0.13233,                0.07901,                0.03264,                 2.3877,                 3.3302,                 1.7774,              0.0006997,              0.0006997,              0.0006997
                     93,                 2.2594,                 3.0548,                 1.6322,                0.16386,                0.13237,                0.07898,                0.03273,                 2.3876,                 3.3287,                 1.7762,              0.0006964,              0.0006964,              0.0006964
                     94,                 2.2654,                 3.0564,                 1.6292,                0.16791,                0.13237,                0.07907,                0.03263,                  2.387,                 3.3286,                 1.7746,              0.0006931,              0.0006931,              0.0006931
                     95,                 2.2587,                 3.0449,                 1.6285,                0.16837,                0.13364,                0.07962,                0.03279,                 2.3869,                 3.3281,                 1.7741,              0.0006898,              0.0006898,              0.0006898
                     96,                 2.2602,                 3.0463,                 1.6317,                0.16494,                0.13308,                0.07924,                0.03288,                 2.3872,                  3.327,                 1.7739,              0.0006865,              0.0006865,              0.0006865
                     97,                 2.2575,                 3.0499,                 1.6341,                0.16259,                0.13359,                0.07949,                0.03257,                 2.3874,                  3.326,                 1.7741,              0.0006832,              0.0006832,              0.0006832
                     98,                 2.2544,                 3.0448,                 1.6304,                0.16468,                0.13431,                0.08011,                0.03286,                 2.3875,                 3.3236,                 1.7739,              0.0006799,              0.0006799,              0.0006799
                     99,                  2.255,                 3.0449,                 1.6288,                0.17093,                0.13329,                0.07995,                0.03288,                 2.3872,                 3.3219,                 1.7739,              0.0006766,              0.0006766,              0.0006766
                    100,                 2.2557,                 3.0388,                 1.6313,                0.17278,                0.13375,                0.08002,                0.03308,                 2.3875,                 3.3197,                 1.7735,              0.0006733,              0.0006733,              0.0006733
                    101,                 2.2559,                 3.0363,                   1.63,                0.17529,                0.13443,                 0.0806,                0.03336,                 2.3872,                 3.3194,                 1.7733,                0.00067,                0.00067,                0.00067
                    102,                 2.2521,                 3.0368,                 1.6268,                0.17237,                0.13621,                 0.0809,                 0.0335,                 2.3868,                 3.3174,                 1.7727,              0.0006667,              0.0006667,              0.0006667
                    103,                 2.2532,                 3.0355,                 1.6282,                0.16871,                 0.1365,                0.08133,                0.03356,                 2.3864,                 3.3154,                 1.7716,              0.0006634,              0.0006634,              0.0006634
                    104,                 2.2556,                  3.032,                 1.6275,                0.16983,                0.13579,                0.08117,                0.03352,                 2.3864,                 3.3138,                 1.7707,              0.0006601,              0.0006601,              0.0006601
                    105,                 2.2524,                 3.0247,                 1.6194,                0.16995,                0.13735,                 0.0813,                0.03377,                 2.3859,                 3.3128,                   1.77,              0.0006568,              0.0006568,              0.0006568
                    106,                 2.2557,                 3.0371,                 1.6238,                0.17477,                0.13898,                0.08126,                0.03375,                 2.3865,                 3.3107,                 1.7694,              0.0006535,              0.0006535,              0.0006535
                    107,                 2.2547,                 3.0346,                 1.6255,                 0.1696,                0.13832,                 0.0819,                0.03405,                 2.3858,                 3.3099,                 1.7688,              0.0006502,              0.0006502,              0.0006502
                    108,                 2.2506,                 3.0299,                 1.6232,                0.16962,                0.13788,                0.08164,                 0.0339,                 2.3859,                 3.3082,                 1.7681,              0.0006469,              0.0006469,              0.0006469
                    109,                 2.2472,                 3.0229,                 1.6211,                0.16978,                0.13952,                0.08204,                0.03401,                 2.3868,                  3.307,                  1.768,              0.0006436,              0.0006436,              0.0006436
                    110,                 2.2432,                  3.015,                  1.616,                0.16903,                0.13754,                0.08176,                0.03397,                 2.3865,                 3.3064,                 1.7674,              0.0006403,              0.0006403,              0.0006403
                    111,                 2.2506,                 3.0198,                 1.6194,                0.16995,                0.13868,                0.08225,                 0.0341,                 2.3867,                 3.3049,                 1.7669,               0.000637,               0.000637,               0.000637
                    112,                 2.2523,                 3.0155,                 1.6247,                0.17461,                0.13645,                0.08243,                0.03425,                 2.3868,                 3.3038,                 1.7667,              0.0006337,              0.0006337,              0.0006337
                    113,                 2.2454,                 3.0107,                 1.6138,                0.17216,                0.13707,                0.08379,                0.03454,                 2.3867,                 3.3008,                 1.7657,              0.0006304,              0.0006304,              0.0006304
                    114,                 2.2446,                 3.0134,                 1.6171,                0.17707,                0.13706,                0.08324,                0.03472,                 2.3867,                 3.2996,                 1.7659,              0.0006271,              0.0006271,              0.0006271
                    115,                 2.2498,                 3.0116,                 1.6201,                0.16491,                0.13704,                0.08332,                0.03471,                 2.3873,                 3.2985,                 1.7654,              0.0006238,              0.0006238,              0.0006238
                    116,                 2.2473,                  3.016,                 1.6186,                0.16773,                0.13709,                0.08318,                 0.0349,                  2.387,                 3.2976,                 1.7641,              0.0006205,              0.0006205,              0.0006205
                    117,                 2.2445,                 3.0025,                 1.6166,                0.17067,                0.13881,                0.08382,                 0.0351,                 2.3869,                 3.2963,                 1.7642,              0.0006172,              0.0006172,              0.0006172
                    118,                 2.2475,                 3.0097,                 1.6184,                0.17834,                0.13917,                0.08417,                0.03518,                 2.3864,                 3.2961,                 1.7639,              0.0006139,              0.0006139,              0.0006139
                    119,                 2.2441,                 2.9992,                 1.6129,                0.17437,                0.13886,                0.08407,                0.03516,                 2.3867,                 3.2955,                 1.7634,              0.0006106,              0.0006106,              0.0006106
                    120,                 2.2397,                 3.0034,                 1.6141,                0.17399,                0.13947,                0.08512,                0.03534,                 2.3865,                 3.2941,                 1.7637,              0.0006073,              0.0006073,              0.0006073
                    121,                 2.2389,                  2.995,                 1.6164,                0.18103,                0.13853,                0.08509,                0.03545,                 2.3862,                 3.2926,                 1.7635,               0.000604,               0.000604,               0.000604
                    122,                  2.241,                 2.9905,                 1.6125,                0.18172,                0.13964,                0.08497,                0.03545,                 2.3866,                 3.2912,                 1.7635,              0.0006007,              0.0006007,              0.0006007
                    123,                  2.239,                 2.9831,                 1.6139,                0.18159,                0.14037,                0.08519,                0.03517,                 2.3867,                 3.2904,                 1.7637,              0.0005974,              0.0005974,              0.0005974
                    124,                 2.2419,                 2.9927,                  1.616,                0.18301,                0.13992,                0.08581,                 0.0354,                 2.3864,                 3.2902,                 1.7638,              0.0005941,              0.0005941,              0.0005941
                    125,                 2.2395,                 2.9834,                  1.612,                0.18482,                0.13911,                0.08646,                0.03567,                 2.3866,                 3.2876,                 1.7637,              0.0005908,              0.0005908,              0.0005908
                    126,                 2.2355,                 2.9773,                 1.6115,                0.18281,                0.13839,                0.08605,                0.03545,                 2.3863,                 3.2871,                 1.7633,              0.0005875,              0.0005875,              0.0005875
                    127,                 2.2404,                 2.9934,                 1.6138,                0.18282,                0.13745,                0.08589,                0.03554,                 2.3863,                 3.2867,                 1.7635,              0.0005842,              0.0005842,              0.0005842
                    128,                 2.2386,                   2.99,                 1.6106,                 0.1805,                0.14134,                 0.0857,                0.03562,                 2.3858,                  3.285,                 1.7623,              0.0005809,              0.0005809,              0.0005809
                    129,                 2.2357,                 2.9819,                 1.6065,                 0.1812,                0.13917,                0.08614,                0.03558,                 2.3857,                 3.2831,                 1.7617,              0.0005776,              0.0005776,              0.0005776
                    130,                 2.2374,                 2.9814,                 1.6096,                0.18469,                0.14059,                 0.0862,                0.03538,                 2.3858,                 3.2828,                 1.7618,              0.0005743,              0.0005743,              0.0005743
                    131,                 2.2297,                 2.9811,                 1.6068,                 0.1837,                0.14114,                0.08695,                0.03559,                 2.3859,                 3.2824,                 1.7617,               0.000571,               0.000571,               0.000571
                    132,                 2.2338,                 2.9701,                 1.6067,                0.18404,                0.14224,                0.08666,                 0.0354,                 2.3865,                 3.2814,                 1.7617,              0.0005677,              0.0005677,              0.0005677
                    133,                 2.2384,                 2.9793,                  1.611,                0.18629,                0.14013,                0.08607,                0.03552,                  2.386,                 3.2817,                 1.7618,              0.0005644,              0.0005644,              0.0005644
                    134,                 2.2343,                  2.975,                  1.604,                0.18345,                0.14289,                0.08664,                0.03557,                 2.3862,                 3.2806,                 1.7615,              0.0005611,              0.0005611,              0.0005611
                    135,                 2.2315,                 2.9689,                 1.6073,                 0.1831,                 0.1446,                0.08641,                0.03551,                 2.3867,                 3.2816,                 1.7617,              0.0005578,              0.0005578,              0.0005578
                    136,                  2.226,                 2.9687,                 1.5994,                0.18199,                0.14248,                0.08643,                0.03551,                  2.387,                 3.2802,                 1.7611,              0.0005545,              0.0005545,              0.0005545
                    137,                 2.2297,                 2.9671,                 1.5983,                0.18296,                0.14401,                0.08693,                0.03549,                 2.3883,                 3.2809,                 1.7614,              0.0005512,              0.0005512,              0.0005512
                    138,                 2.2303,                 2.9643,                 1.6009,                0.18491,                0.14187,                0.08602,                0.03541,                  2.389,                 3.2806,                 1.7618,              0.0005479,              0.0005479,              0.0005479
                    139,                 2.2306,                 2.9608,                 1.6003,                0.17937,                0.14264,                0.08672,                0.03555,                 2.3889,                 3.2792,                 1.7611,              0.0005446,              0.0005446,              0.0005446
                    140,                  2.227,                 2.9561,                 1.5964,                0.18169,                0.14325,                0.08663,                0.03564,                 2.3896,                 3.2786,                 1.7608,              0.0005413,              0.0005413,              0.0005413
                    141,                 2.2268,                 2.9525,                 1.5984,                0.18156,                0.14487,                0.08704,                0.03582,                 2.3899,                 3.2767,                 1.7605,               0.000538,               0.000538,               0.000538
                    142,                 2.2255,                 2.9557,                 1.5987,                0.18396,                0.14645,                0.08713,                 0.0361,                 2.3902,                 3.2746,                 1.7607,              0.0005347,              0.0005347,              0.0005347
                    143,                 2.2294,                   2.96,                 1.6037,                0.18786,                0.14578,                0.08754,                0.03624,                 2.3905,                 3.2737,                 1.7604,              0.0005314,              0.0005314,              0.0005314
                    144,                 2.2268,                 2.9516,                 1.6054,                0.18915,                0.14576,                0.08734,                 0.0363,                 2.3907,                 3.2718,                 1.7607,              0.0005281,              0.0005281,              0.0005281
                    145,                 2.2195,                 2.9449,                 1.6027,                 0.1865,                 0.1453,                0.08734,                0.03637,                  2.391,                 3.2707,                  1.761,              0.0005248,              0.0005248,              0.0005248
                    146,                 2.2273,                 2.9537,                 1.6006,                0.18297,                0.14444,                0.08733,                0.03636,                  2.391,                 3.2688,                  1.761,              0.0005215,              0.0005215,              0.0005215
                    147,                 2.2275,                 2.9457,                 1.5984,                0.18497,                0.14496,                0.08698,                0.03625,                 2.3916,                 3.2677,                 1.7617,              0.0005182,              0.0005182,              0.0005182
                    148,                 2.2227,                 2.9466,                 1.6019,                0.18758,                0.14505,                0.08752,                0.03644,                 2.3915,                 3.2659,                 1.7616,              0.0005149,              0.0005149,              0.0005149
                    149,                 2.2187,                 2.9373,                 1.5995,                0.18766,                 0.1455,                0.08779,                0.03644,                 2.3917,                 3.2645,                 1.7618,              0.0005116,              0.0005116,              0.0005116
                    150,                 2.2235,                 2.9401,                 1.6013,                0.18716,                 0.1475,                0.08855,                0.03673,                 2.3918,                 3.2617,                 1.7625,              0.0005083,              0.0005083,              0.0005083
